# MaleCNS v1.0 cell-type aliases across connectomes. Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.1.0 (commit 8587524, 2026-07-21), 'matching MaleCNS v1.0'; plus the 2024 paper release of SD1 for the old optic names; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class. flag: ';'-joined caveats -- unresolvable (name absent from the source), cb_placeholder, paper_release_only, unmatched, conflict_nern7_vs_malecns[_notation], minority_agreement, merged_list_only, name_only, v3_name_collision (definitions in the script docstring); empty = no caveat. Downstream joins that trust tier 'alias' should drop rows flagged unresolvable / unmatched / conflict_nern7_vs_malecns.
malecns_type,alias,system,tier,flag,evidence
CL012,CL012,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL012,CL012,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL013,CL013a,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL013a' on 2/4 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'CL013' exists but MaleCNS maps this type elsewhere
CL013,CL013b,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL013b' on 2/4 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'CL013' exists but MaleCNS maps this type elsewhere
CL013,CL013,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
CL014,CL014a,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL014a' on 2/8 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'CL014' exists but MaleCNS maps this type elsewhere
CL014,CL014b,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL014b' on 4/8 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'CL014' exists but MaleCNS maps this type elsewhere
CL014,CL014c,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL014c' on 2/8 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'CL014' exists but MaleCNS maps this type elsewhere
CL014,CL014,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
CL015_a,CL015,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL015' on 2/2 cells
CL015_a,CL015,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL015' on 2/2 cells
CL015_b,CB0376,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB0376' on 2/2 cells
CL015_b,CL015,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL015' on 2/2 cells
CL016,CL016,flywire,exact,minority_agreement,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 9 FlyWire cells); MaleCNS flywireType agrees"
CL016,CB4028,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4028' on 3/8 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL016,CB4029,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4029' on 2/8 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL016,CL016,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees"
CL018,CL018a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL018a' on 4/8 cells
CL018,CL018b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL018b' on 4/8 cells
CL018,CL018,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
CL021,CL021,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL021,CL021,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL022_a,CL022b,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL022b' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL022_a,CL022,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL022' on 2/2 cells
CL022_b,CL022a,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL022a' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL022_b,CL022,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL022' on 2/2 cells
CL022_c,CL022a,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL022a' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL022_c,CL022,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL022' on 2/2 cells
CL023,CL023,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
CL023,CL023,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
CL024_a,CL024,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL024' on 1/6 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL024_a,CL24a,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL24a' on 5/6 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL024_a,CL024,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL024' on 6/6 cells
CL024_b,CL024b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL024b' on 2/2 cells
CL024_b,CL024,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL024' on 2/2 cells
CL024_c,CL024b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL024b' on 2/2 cells
CL024_c,CL024,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL024' on 2/2 cells
CL024_d,CL024,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL024' on 1/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL024_d,CL024b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL024b' on 1/2 cells
CL024_d,CL024,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL024' on 2/2 cells
CL025,CL025,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL025,CL025,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL026,CL026,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL026,CL026,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL027,CL027,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL027,CL027,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL028,CL028,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL028,CL028,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL029_a,CL029a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL029a' on 2/2 cells
CL029_a,CL029,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL029' on 2/2 cells
CL029_b,CL029b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL029b' on 2/2 cells
CL029_b,CL029,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL029' on 2/2 cells
CL030,CL030,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
CL030,CL030,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
CL031,CL031,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL031,CL031,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL032,CL032,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL032,CL032,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL036,CL036,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL036,CL036,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL038,CL038,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
CL038,CL038,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
CL040,SMP074,flywire,alias,unresolvable,"MaleCNS v1.0 body-annotations flywireType='SMP074,CL040' on 4/4 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
CL040,CL040,hemibrain,exact,merged_list_only,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
CL040,SMP074,hemibrain,alias,,"MaleCNS v1.0 body-annotations hemibrainType='CL040,SMP074' on 4/4 cells; MaleCNS 1 : hemibrain 2 (merged types)"
CL042,CL042,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
CL042,CL042,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
CL046,CB2611,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2611' on 4/4 cells
CL046,CL046,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
CL048,CL048,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 7 FlyWire cells); MaleCNS flywireType agrees"
CL048,CL048,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
CL049,CB1420,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1420' on 4/9 cells
CL049,CB2312,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2312' on 5/9 cells
CL049,CL049,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees"
CL053,CL053,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL053,CL053,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL054,CB0719,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB0719,CB2276' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types)"
CL054,CB2276,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB0719,CB2276' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types)"
CL054,CL054,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL055,CL055,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL055,CL055,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL056,CB0719,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB0719,CB2276' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types)"
CL056,CB2276,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB0719,CB2276' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types)"
CL056,CL056,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL057,CL106,flywire,alias,unresolvable,"MaleCNS v1.0 body-annotations flywireType='CL057,CL106' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
CL057,CL057,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL058,CL058,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL058,CL058,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL062_a1,CL062_a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL062_a' on 2/2 cells
CL062_a1,CL062_a,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL062_a' on 2/2 cells
CL062_a1,Cachero 2010: aIP-e,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_a1,Ruta 2010: LC2,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_a1,Yu 2010: aSP9,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_a2,CL062_a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL062_a' on 2/2 cells
CL062_a2,CL062_a,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL062_a' on 2/2 cells
CL062_a2,Cachero 2010: aIP-e,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_a2,Ruta 2010: LC2,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_a2,Yu 2010: aSP9,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_b1,CL062_b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL062_b' on 2/2 cells
CL062_b1,CL062_b,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL062_b' on 2/2 cells
CL062_b1,Cachero 2010: aIP-e,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_b1,Ruta 2010: LC2,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_b1,Yu 2010: aSP9,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_b2,CL062_b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL062_b' on 2/2 cells
CL062_b2,CL062_b,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL062_b' on 2/2 cells
CL062_b2,Cachero 2010: aIP-e,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_b2,Ruta 2010: LC2,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_b2,Yu 2010: aSP9,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_b3,CL062_b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL062_b' on 2/2 cells
CL062_b3,CL062_b,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL062_b' on 2/2 cells
CL062_b3,Cachero 2010: aIP-e,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_b3,Ruta 2010: LC2,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL062_b3,Yu 2010: aSP9,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
CL063,CL063,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL063,CL063,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL064,CL064,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL064,CL064,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL065,CL065,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL065,CL065,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL066,CL066,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL066,CL066,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL067,CL067,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL067,CL067,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL068,CL068,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL068,CL068,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL069,CL069,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL069,CL069,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL070_a,CL070a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL070a' on 2/2 cells
CL070_a,CL070,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL070' on 2/2 cells
CL070_b,CL070b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL070b' on 2/2 cells
CL070_b,CL070,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL070' on 2/2 cells
CL071_a,CL071a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL071a' on 2/2 cells
CL071_a,CL071,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL071' on 2/2 cells
CL071_b,CL071b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL071b' on 6/6 cells
CL071_b,CL071,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL071' on 6/6 cells
CL072,CL072,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL072,CL072,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL073,CL073,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL073,CL073,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL074,CL074,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
CL074,CL074,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
CL075_a,CL075a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL075a' on 2/2 cells
CL075_a,CL075,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL075' on 2/2 cells
CL075_b,CL075b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL075b' on 2/2 cells
CL075_b,CL075,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL075' on 2/2 cells
CL077,CL077,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 3 FlyWire cells); MaleCNS flywireType agrees"
CL077,CL077,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
CL078_a,CL078,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL078' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL078_a,CL078,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL078' on 2/2 cells
CL078_b,CL078,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL078' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL078_b,CL078,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL078' on 2/2 cells
CL078_c,CL078,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='CL078' on 2/2 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
CL078_c,CL078,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL078' on 2/2 cells
CL080,CL080,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 5 FlyWire cells); MaleCNS flywireType agrees"
CL080,CL080,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
CL081,CL081,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
CL081,CL081,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
CL083,CL083,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
CL083,CL083,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
CL085_a,CL085_a,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
CL085_a,CL085,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL085' on 2/2 cells
CL085_b,CB3951,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3951' on 2/2 cells; NAME COLLISION: a FlyWire type named 'CL085_b' exists but MaleCNS maps this type elsewhere
CL085_b,CL085,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL085' on 2/2 cells
CL085_c,CL085_b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL085_b' on 2/2 cells
CL085_c,CL085,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='CL085' on 2/2 cells
CL086_a,CB3951,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3951' on 1/8 cells
CL086_a,CL086_d,flywire,alias,unresolvable,"MaleCNS v1.0 body-annotations flywireType='CL086_a,CL086_d' on 7/8 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
CL086_a,CL086_a,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
CL086_b,CL086_b,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
CL086_b,CL086_b,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
CL086_c,CL086_c,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 8 FlyWire cells); MaleCNS flywireType agrees"
CL086_c,CL086_c,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
CL086_d,CL086_a,flywire,alias,unresolvable,"MaleCNS v1.0 body-annotations flywireType='CL086_a,CL086_d' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
CL086_d,CL086_d,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
CL086_e,CL086_e,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 8 FlyWire cells); MaleCNS flywireType agrees"
CL086_e,CL086_b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CL086_b' on 1/8 cells
CL086_e,CL086_e,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
